email,fax,form,govxcontentsection,govxdescription,language,managername,mmdOfficesTypes,mmdOfficesTypes_tid,nid,officenamecode,officetypecode,payments,receptionaddressnotes,receptionphonenumbers,title,websiteurl
etir@golan.org.il,04-6961535,"{""onlineurl"": ""~"", ""email"": ""etir@golan.org.il"", ""fax"": ""04-6961535"", ""letter"": ""\u05ea.\u05d3. 13, \u05e7\u05e6\u05e8\u05d9\u05df 1290005\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אתי ריימונד,ועדים מקומיים,371,3840,13859,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 13, קצרין 1290005",04-6969701,שעל,"{""url"": ""www.golan.org.il"", ""title"": ""www.golan.org.il""}"
gali@gezer-region.muni.il,08-9247115,"{""onlineurl"": ""~"", ""email"": ""gali@gezer-region.muni.il"", ""fax"": ""08-9247115"", ""letter"": ""\u05d3.\u05e0. \u05e9\u05de\u05e9\u05d5\u05df, \u05d1\u05d9\u05ea \u05d7\u05e9\u05de\u05d5\u05e0\u05d0\u05d9 9978600\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אריאל הילדסהיימר,ועדים מקומיים,371,3494,13538,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 936, \u05d7\u05e9\u05d1\u05d5\u05df 7100078\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 936, \u05d7\u05e9\u05d1\u05d5\u05df 7100078\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. שמשון, בית חשמונאי 9978600",08-9274024,שעלבים,"{""url"": ""www.gezer-region.muni.il"", ""title"": ""www.gezer-region.muni.il""}"
info@lev-hasharon.com,09-7961219,"{""onlineurl"": ""~"", ""email"": ""info@lev-hasharon.com"", ""fax"": ""09-7961219"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05ea\u05dc \u05de\u05d5\u05e0\u05d3""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,פנינה אמויאל - משה,ועדים מקומיים,371,3276,13353,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 648, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 8450042"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 648, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 8450042"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר תל מונד,09-7960232,שער אפרים,"{""url"": ""www.lev-hasharon.com"", ""title"": ""www.lev-hasharon.com""}"
lishca@j-v.org.il,04-6757641,"{""onlineurl"": ""~"", ""email"": ""lishca@j-v.org.il"", ""fax"": ""04-6757641"", ""letter"": ""\u05db\u05ea\u05d5\u05d1\u05ea \u05dc\u05de\u05db\u05ea\u05d1\u05d9\u05dd:\r\n\u05de\u05d1\u05e7\u05e8 \u05e4\u05e0\u05d9\u05dd\r\n\u05de.\u05d0. \u05e2\u05de\u05e7 \u05d4\u05d9\u05e8\u05d3\u05df\r\n15132\r\n""}","<p dir=""RTL"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק<span dir=""LTR"">.</span></p>",,he,אפרת מראד,ועדים מקומיים,371,6016,14048,14,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05d8\u05d1\u05e8\u05d9\u05d4\r\n\u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1' 21902\r\n\u05e1\u05e0\u05d9\u05e3 12/723\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05d8\u05d1\u05e8\u05d9\u05d4\r\n\u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1' 21902\r\n\u05e1\u05e0\u05d9\u05e3 12/723\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","כתובת למכתבים: מבקר פנים
מ.א. עמק הירדן
15132",04-6757600,שער הגולן,"{""url"": """", ""title"": """"}"
kerenr@zvulun.co.il,04-8478156,"{""onlineurl"": ""~"", ""email"": ""kerenr@zvulun.co.il"", ""fax"": ""04-8478156"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05db\u05e4\u05e8 \u05d4\u05de\u05db\u05d1\u05d9 3003000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,"עו""ד קרן רוזליס",ועדים מקומיים,371,3147,13228,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 897, \u05d7\u05e9\u05d1\u05d5\u05df 070100/27\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 897, \u05d7\u05e9\u05d1\u05d5\u05df 070100/27\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר כפר המכבי 3003000,04-8478155,שער העמקים,"{""url"": ""www.zvulun.org.il"", ""title"": ""www.zvulun.org.il""}"
hagay@menashe.co.il,04-6177659,"{""onlineurl"": ""~"", ""email"": ""hagay@menashe.co.il"", ""fax"": ""04-6177659"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05d0\u05d6\u05d5\u05e8\u05d9 \u05de\u05e0\u05e9\u05d4, \u05d3.\u05e0. \u05d7\u05e4\u05e8 37845\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,חגי פלמר,ועדים מקומיים,371,3185,13266,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 072, \u05d7\u05e9\u05d1\u05d5\u05df 29943"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 072, \u05d7\u05e9\u05d1\u05d5\u05df 29943"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז אזורי מנשה, ד.נ. חפר 37845",04-6177304,שער מנשה,"{""url"": ""www.menashe.co.il"", ""title"": ""www.menashe.co.il""}"
rafiav@shomron.org.il,03-9066407,"{""onlineurl"": ""~"", ""email"": ""rafiav@shomron.org.il\r\n"", ""fax"": ""03-9066407\r\n"", ""letter"": ""\u05ea.\u05d3. 1, \u05d0.\u05ea \u05d1\u05e8\u05e7\u05df 4482000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,רפי אביטל,ועדים מקומיים,371,3861,13878,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, א.ת ברקן 4482000",039066444,שערי תקווה,"{""url"": ""www.shomron.org.il"", ""title"": ""www.shomron.org.il""}"
avishagc@hof-hasharon.co.il,09-8859028,"{""onlineurl"": ""~"", ""email"": ""avishagc@hof-hasharon.co.il"", ""fax"": ""09-8859028"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05e9\u05e4\u05d9\u05d9\u05dd 6099000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אבישג כרמי,ועדים מקומיים,371,3292,13369,13,"{""onlineurl"": """", ""banktransfer"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""postalbank"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר שפיים 6099000,09-9594662,שפיים,"{""url"": ""www.hof-hasharon.co.il"", ""title"": ""www.hof-hasharon.co.il""}"
lishka@shafir.org.il,08-8501790,"{""onlineurl"": ""~"", ""email"": ""lishka@shafir.org.il"", ""fax"": ""08-8501790"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05e9\u05e4\u05d9\u05e8\u05d0 7941100\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אלי דאובה,ועדים מקומיים,371,3545,13587,13,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",מרכז שפירא 7941100,08-8508907,שפיר,"{""url"": ""www.shaffir.org.il"", ""title"": ""www.shaffir.org.il""}"
izko@mrg.org.il,04691989,"{""onlineurl"": ""~"", ""email"": ""izko@mrg.org.il"", ""fax"": ""04691989"", ""letter"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05de\u05e8\u05d5\u05dd \u05d2\u05dc\u05d9\u05dc, \u05de\u05d9\u05e8\u05d5\u05df 1391000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,חיים איציקוביץ',ועדים מקומיים,371,3012,13043,13,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מועצה אזורית מרום גליל, מירון 1391000",046919810,שפר,"{""url"": ""www.mrg.org.il"", ""title"": ""www.mrg.org.il""}"
rafiav@shomron.org.il,03-9066407,"{""onlineurl"": ""~"", ""email"": ""rafiav@shomron.org.il"", ""fax"": ""03-9066407"", ""letter"": ""\u05ea.\u05d3. 1, \u05d0.\u05ea \u05d1\u05e8\u05e7\u05df 4482000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,רפי אביטל,ועדים מקומיים,371,3888,13905,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, א.ת ברקן 4482000",039066444,שקד,"{""url"": ""www.shomron.org.il"", ""title"": ""www.shomron.org.il""}"
nurit@shikmona.co.il,1534-8606905,"{""onlineurl"": ""~"", ""email"": ""nurit@shikmona.co.il"", ""fax"": ""1534-8606905"", ""letter"": ""\u05ea.\u05d3. 33514, \u05d7\u05d9\u05e4\u05d4 3133401""}","<p>שקמונה חברה ממשלתית עירונית לשקום הדיור בחיפה בע""מ עוסקת בפתרונות דיור לזכאים, ניהול ואחזקת נכסים החברה, ניהול בתי דיור גיל הזהב וביצוע פינויים בחיפה.</p>",,und,נורית רז,חברה ממשלתית,47,1041,6090,6,"{""onlineurl"": """", ""banktransfer"": ""\u05d4\u05d1\u05e0\u05e7 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05d4\u05e8\u05d0\u05e9\u05d5\u05df, \u05e1\u05e0\u05d9\u05e3 006, \u05d7\u05e9\u05d1\u05d5\u05df 409-497975"", ""postalbank"": ""\u05d4\u05d1\u05e0\u05e7 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05d4\u05e8\u05d0\u05e9\u05d5\u05df, \u05e1\u05e0\u05d9\u05e3 006, \u05d7\u05e9\u05d1\u05d5\u05df 409-497975"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 33514, חיפה 3133401",04-8672504,שקמונה חברה ממשלתית עירונית לשקום הדיור בחיפה,"{""url"": ""http://www.shikmona.co.il"", ""title"": ""http://www.shikmona.co.il  ""}"
anat@lachish.org.il,08-6871674,"{""onlineurl"": ""~"", ""email"": ""anat@lachish.org.il"", ""fax"": ""08-6871674"", ""letter"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05dc\u05db\u05d9\u05e9, \u05de\u05e8\u05db\u05d6 \u05db\u05e4\u05e8\u05d9 \u05e0\u05d4\u05d5\u05e8\u05d4""}","<p dir=""RTL"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק<span dir=""LTR"">.</span></p>",,he,עינת שרזי,ועדים מקומיים,371,5992,14024,14,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \r\n\u05e1\u05e0\u05d9\u05e3 645\r\n\u05d7\u05e9\u05d1\u05d5\u05df 643495\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \r\n\u05e1\u05e0\u05d9\u05e3 645\r\n\u05d7\u05e9\u05d1\u05d5\u05df 643495\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מועצה אזורית לכיש, מרכז כפרי נהורה",08-6871682,שקף,"{""url"": """", ""title"": """"}"
yosiy@glt.org.il,04676927,"{""onlineurl"": ""~"", ""email"": ""yosiy@glt.org.il"", ""fax"": ""04676927"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05db\u05d3\u05d5\u05e8\u05d9, \u05d3.\u05e0. \u05d2\u05dc\u05d9\u05dc \u05ea\u05d7\u05ea\u05d5\u05df 1524800""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,יוסי יצחקי,ועדים מקומיים,371,3032,13061,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3 549, \u05d7\u05e9\u05d1\u05d5\u05df 5110"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3 549, \u05d7\u05e9\u05d1\u05d5\u05df 5110"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז כדורי, ד.נ. גליל תחתון 1524800",046628204,שרונה,"{""url"": ""www.glt.org.il"", ""title"": ""www.glt.org.il""}"
rachel@sharonim.org.il,09-8636029,"{""onlineurl"": ""~"", ""email"": ""rachel@sharonim.org.il"", ""fax"": ""09-8636029"", ""letter"": ""\u05e8\u05d7' \u05d4\u05e6\u05d5\u05e8\u05df 4\u05d2' \u05d0.\u05ea \u05d3\u05e8\u05d5\u05dd \u05e4\u05d9\u05dc\u05d2 8490, \u05e0\u05ea\u05e0\u05d9\u05d4, \u05de\u05d9\u05e7\u05d5\u05d3 42504.""}",,,he,רחל דיאמנט,ועדת תכנון מרחבית,373,4151,16001,16,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d9\u05d2\u05d5\u05d3- 13, \u05de\u05e1\u05e4\u05e8 \u05e1\u05e0\u05d9\u05e3 095, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 447400/66, \u05e2\""\u05e9 \u05d4\u05d5\u05d5\u05e2\u05d3\u05d4 \u05dc\u05ea\u05db\u05e0\u05d5\u05df \u05d5\u05d1\u05e0\u05d9\u05d4 \u05e9\u05e8\u05d5\u05e0\u05d9\u05dd.\r\n\u05de\u05dc\""\u05db\u05e8 50150064"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d9\u05d2\u05d5\u05d3- 13, \u05de\u05e1\u05e4\u05e8 \u05e1\u05e0\u05d9\u05e3 095, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 447400/66, \u05e2\""\u05e9 \u05d4\u05d5\u05d5\u05e2\u05d3\u05d4 \u05dc\u05ea\u05db\u05e0\u05d5\u05df \u05d5\u05d1\u05e0\u05d9\u05d4 \u05e9\u05e8\u05d5\u05e0\u05d9\u05dd.\r\n\u05de\u05dc\""\u05db\u05e8 50150064"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' הצורן 4ג' א.ת דרום פילג 8490, נתניה, מיקוד 42504.",09-8636015,שרונים,"{""url"": ""https://www.sharonim.org.il/Pages/default.aspx"", ""title"": ""https://www.sharonim.org.il/Pages/default.aspx""}"
gila@sharonim.org,073-2275500,"{""onlineurl"": ""~"", ""email"": ""gila@sharonim.org"", ""fax"": ""073-2275500"", ""letter"": ""\u05e8\u05d7' \u05d0\u05d5\u05d5\u05e8\u05d1\u05d5\u05da 1, \u05e8\u05de\u05ea \u05d4\u05e9\u05e8\u05d5\u05df 4723542""}","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p><p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p><p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>",,und,גילה לוי,חברה עירונית,325,1561,10407,10,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 375, \u05d7\u05e9\u05d1\u05d5\u05df 163085"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 375, \u05d7\u05e9\u05d1\u05d5\u05df 163085"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' אוורבוך 1, רמת השרון 4723542","073-2275510, 073-2275515",שרונים - מפעלי מים וביוב בעמ,"{""url"": ""http://www.sharonim.org"", ""title"": ""www.sharonim.org""}"
pinit@m-yehuda.org.il,02-9958601,"{""onlineurl"": ""~"", ""email"": ""pinit@m-yehuda.org.il"", ""fax"": ""02-9958601"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05d0\u05d6\u05d5\u05e8\u05d9 \u05d4\u05e8 \u05d8\u05d5\u05d1, \u05d3.\u05e0. \u05e9\u05de\u05e9\u05d5\u05df 99700\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,פיני טורן,ועדים מקומיים,371,3445,13489,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז אזורי הר טוב, ד.נ. שמשון 99700",02-9958982,שריגים (לי-און),"{""url"": ""www.m-yehuda.org.il"", ""title"": ""www.m-yehuda.org.il""}"
racheliav@emekyizrael.org.il,04-6521256,"{""onlineurl"": ""~"", ""email"": ""racheliav@emekyizrael.org.il"", ""fax"": ""04-6521256"", ""letter"": ""\u05ea.\u05d3. 90000, \u05e2\u05e4\u05d5\u05dc\u05d4 1812003\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,רחלי אבידוב,ועדים מקומיים,371,3130,13212,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 472, \u05d7\u05e9\u05d1\u05d5\u05df 151509\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 472, \u05d7\u05e9\u05d1\u05d5\u05df 151509\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 90000, עפולה 1812003",04-6520726,שריד,"{""url"": ""www.emekyizrael.org.il"", ""title"": ""www.emekyizrael.org.il""}"
nurit@sdotnegev.org.il,08-9930807,"{""onlineurl"": ""~"", ""email"": ""nurit@sdotnegev.org.il"", ""fax"": ""08-9930807"", ""letter"": ""\u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1, \u05e0\u05ea\u05d9\u05d1\u05d5\u05ea 85385\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,נורית כהן-חדד,ועדים מקומיים,371,3639,13681,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 428, \u05d7\u05e9\u05d1\u05d5\u05df 405331"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 428, \u05d7\u05e9\u05d1\u05d5\u05df 405331"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. הנגב, נתיבות 85385",08-9938902,שרשרת,"{""url"": ""www.sdotnegev.org.il"", ""title"": ""www.sdotnegev.org.il""}"
meravy@myosef.org.il,04-9807496,"{""onlineurl"": ""~"", ""email"": ""meravy@myosef.org.il"", ""fax"": ""04-9807496"", ""letter"": ""\u05ea.\u05d3. 1, \u05d2\u05d5\u05e8\u05e0\u05d5\u05ea \u05d4\u05d2\u05dc\u05d9\u05dc 2286800\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,מירב יוסף,ועדים מקומיים,371,3723,13758,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 962, \u05d7\u05e9\u05d1\u05d5\u05df 673400/15"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 962, \u05d7\u05e9\u05d1\u05d5\u05df 673400/15"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, גורנות הגליל 2286800",04-9105584,שתולה,"{""url"": ""www.myosef.org.il"", ""title"": ""www.myosef.org.il""}"
roni@beer-tuvia.org.il,08-8509705,"{""onlineurl"": ""~"", ""email"": ""roni@beer-tuvia.org.il"", ""fax"": ""08-8509705"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05d1\u05d0\u05e8 \u05d8\u05d5\u05d1\u05d9\u05d4 83815""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.&nbsp;</p>,,he,רוני אזולאי,ועדים מקומיים,371,3528,13571,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 985, \u05d7\u05e9\u05d1\u05d5\u05df 22000/66"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 985, \u05d7\u05e9\u05d1\u05d5\u05df 22000/66"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר באר טוביה 83815,08-8509706,שתולים,"{""url"": ""http://www.beer-tuvia.org.il"", ""title"": ""http://www.beer-tuvia.org.il""}"
